word	word_meaning	word_pinyin	sentence	sentence_pinyin	sentence_meaning
			他说他没有进房间，那是骗人的。		He said he did not enter the room, which was a lie.
			你跟你的女朋友见面以来有多久了？		How long has it been since you saw your girlfriend?
			如无必要我也不会打的。		I don't use taxis unless it's absolutely necessary.
			除了雨天，我都是骑车去上班的。		I go to the office by bicycle except on rainy days.
			我想你听说今天早上发生什么了。		I guess you heard about what happened this morning.
			我很讨厌有女的说：“男人都一样”。		I hate it when women say that all men are the same.
			我喜欢橄榄球，但不像我喜欢篮球那么喜欢。		I like rugby, but not as much as I like basketball.
			我对自己发誓今后不会再那么做。		I promised myself that I would never do that again.
			我觉得一部电影比任何书都有趣。		I think a movie is more entertaining than any book.
			我认为一部电影的乐趣远胜于任何一本书。		I think a movie is more entertaining than any book.
			我说过让你离我的电脑远一点的。		I thought I told you to stay away from my computer.
			我知道你不自在，但别急。		I understand that you feel uneasy, but don't worry.
			我想问汤姆他在印度生活了多久。		I wanted to ask Tom how long he had lived in India.
			我在想你今天会不会来。		I was wondering if you were going to show up today.
			我想在买之前先试试这个新机型。		I'd like to try out this new model before I buy it.
			除非他们事先修好刹车，我才会买车子。		I'll only buy the car if they fix the brakes first.
			我现在在去车站见汤姆的路上。		I'm on my way to meet Tom at the station right now.
			我已经告诉了汤姆玛丽住院了。		I've already told Tom that Mary is in the hospital.
			如果没有太阳，那所有生物都会死。		If there was no sun, all the animals would be dead.
			如果你不能有孩子，你总能领养。		If you can't have children, you could always adopt.
			人们相信鲸有他们自己的语言。		It is believed that whales have their own language.
			不可能短时间内学会英语。		It is impossible to master English in a short time.
			花了很久才能听懂她在说什么。		It took a long time to take in what she was saying.
			要都解释的话，需要一辈子的时间。		It would take forever for me to explain everything.
			这个月一直都很热，但今天是个例外。		It's been hot this month, but today's an exception.
			学习外语里的俚语很有趣。		It's fun to learn slang words in foreign languages.
			从他的外表来看，他应该是个有钱人。		Judging from his appearance, he must be a rich man.
			放開我的手臂！我不能忍受有人碰我。		Let go of my arm! I can't stand people touching me.
			今天许多学校因为风暴停课。		Many schools are closed today because of the storm.
			玛丽性格很好，就像她姐姐一样。		Mary has as attractive a personality as her sister.
			直到会议结束之前都没人注意到她不在。		No one noticed her absence until the meeting ended.
			这个国家的主要产品之一是咖啡。		One of the main products of this country is coffee.
			请在建筑的入口处等我。		Please wait for me at the entrance of the building.
			请写信告诉我你们学校的情况。		Please write to me about conditions at your school.
			下周工厂可能会关。		Possibly the factory will be closed down next week.
			好多朋友和熟人来了。		Quite a lot of friends and acquaintances have come.
			有關癌症成因的研究耗費頗巨。		Research on the causes of cancer is very expensive.
			她几分钟前熨完了衣服。		She finished ironing the clothes a few minutes ago.
			她锻炼时扭伤了脚踝。		She twisted her ankle while she was doing exercise.
			她已经无法用语言表达她的感觉了。		She was at a loss for words to express her feeling.
			她给他写了一封长信，但是他没有看。		She wrote him a long letter, but he didn't read it.
			熬夜是皮肤的大敌。		Staying up late at night is very bad for your skin.
			不要让自己因为一些小事而烦躁了。		Stop getting yourself worked up over little things.
			不要让自己因为一些小事就方寸大乱了。		Stop getting yourself worked up over little things.
			那个孩子可能在回家的路上被绑架了。		That child may have been kidnapped on his way home.
			亚马逊河有很多支流。		The Amazon is fed by a large number of tributaries.
			冷战以苏联解体结束。		The Cold War ended when the Soviet Union collapsed.
			美国的自然资源很丰富。		The United States is abundant in natural resources.
			赤道把地球分为两个半球。		The equator divides the earth into two hemispheres.
			老人在骡子的背上放上了一个个装满了沙的袋子。		The old man loaded his mule with bags full of sand.
			平行四边形的对边平行。		The opposite sides of a parallelogram are parallel.
			医生给他的病人开了一些药。		The physician prescribed his patient some medicine.
			警察收集了很多对他不利的证据。		The police assembled a lot of evidence against him.
			今天的天空是我看過最藍的天空。		The sky today is the bluest that I've ever seen it.
			矛尖浸在一種致命的毒藥裡。		The tip of the spear was dipped in a deadly poison.
			偶尔，我觉得你是一个很有趣的人。		There are times when I find you really interesting.
